"tid";"hastagname"
728018935015084032;"NeverTrump"
728020162390204420;"INLegis"
728021657349066753;"coleg"
728021657349066753;"copolitics"
728024995243298816;"coleg"
728024995243298816;"copolitics"
728024995243298816;"edcolo"
728024995243298816;"SB208"
728025628432203776;"copolitics"
728025628432203776;"SB196"
728026786349486080;"copolitics"
728026786349486080;"SB196"
728028043483197440;"ksleg"
728028434346196992;"ksleg"
728032090202079233;"akleg"
728034040876404736;"copolitics"
728034537901432834;"waelex"
728038087016615936;"ncgov"
728040231329366016;"copolitics"
728043458015821824;"alpolitics"
728043521492455424;"alpolitics"
728046768600940544;"copolitics"
728054653389312000;"MayThe4thBeWithYou"
728054995728371713;"TeamBroward"
728058809210396672;"alpolitics"
728059258009321472;"NHPrimary"
728060594746597377;"alpoltics"
728060951669276672;"NHPrimary"
728061639694553088;"alpolitics"
728063781180350465;"votecountproblems"
728063832887726081;"LD29"
728064076761300992;"alpolitics"
728065011327766529;"alpolitics"
728065195021500416;"copolitics"
728067161718071296;"AZBudget"
728067634277703680;"alpolitics"
728067739277889536;"AZForward"
728067739277889536;"DemsLead"
728067931943276545;"DemsLead"
728068784368455685;"Alpolitics"
728068933274587137;"alpolitics"
728069857674035200;"alpolitics"
728069910857818113;"alpolitics"
728071158570999811;"alpolitics"
728074967737204737;"alpolitics"
728080042215923712;"alpolitics"
728080445972226048;"alpolitics"
728080668379373569;"alpolitics"
728080749035819008;"alpolitics"
728081452760375297;"alpolitics"
728081759338795008;"alpolitics"
728082393463017472;"alpolitics"
728083004703154177;"alpolitics"
728084118274088960;"alpolitics"
728084232916983808;"alpolitics"
728188749050306561;"MILeg"
728188749050306561;"MISenate"
728191823391268864;"Flint"
728192691729670145;"FlintWaterCrisis"
728192692946149377;"PaSenate"
728193004041732096;"FlintFWD"
728193304211369984;"Flint"
728193304211369984;"FlintWaterCrisis"
728193854059380736;"FlintWaterCrisis"
728194439605161984;"Flint"
728196298357112832;"MILeg"
728196298357112832;"MISenate"
728197990800838656;"Beyhive"
728199784952156160;"KyDerby"
728201173992361985;"Michigan"
728201290992463872;"DPS"
728201290992463872;"FlintWaterCrisis"
728216183749644289;"Detroit"
728216183749644289;"DPS"
728217173727006720;"FLSEN"
728220240832794624;"NationalDayOfPrayer"
728220535658848256;"FlintWaterCrisis"
728220535658848256;"Obama"
728224107058352128;"DPS"
728224944044249088;"DPS"
728224944044249088;"latenight"
728224944044249088;"MILeg"
728226003026219012;"NationalDayofPrayer"
728226550068350976;"coleg"
728226550068350976;"copolitics"
728228944097333248;"EMAW"
728228944097333248;"ksleg"
728228944097333248;"RockChalk"
728231163987427328;"votewvblue"
728231163987427328;"wvgov"
728232880082694145;"NationalDayofPrayer"
728234065757765632;"Coleg"
728234065757765632;"copolitics"
728237620497547264;"mtleg"
728237620497547264;"mtpol"
728238548399304704;"NHPrimary"
728239122817667072;"NationalDayOfPrayer"
728239260004978688;"nhpolitics"
728239735106207745;"mtnews"
728239735106207745;"mtpol"
728240844570955776;"coleg"
728240844570955776;"copolitics"
728241599050752002;"MILeg"
728241599050752002;"MISenate"
728242923943305216;"DPS"
728242923943305216;"MILeg"
728243825244831745;"NationalDayofPrayer"
728245112539488256;"POTUS2016"
728245321789255680;"mepolitics"
728245495471050752;"coleg"
728245495471050752;"copolitics"
728245495471050752;"HB1267"
728245571169992704;"LeadRight2016"
728245740804313088;"HB1267"
728246321988009985;"copolitics"
728246321988009985;"HB1267"
728246634895708161;"coleg"
728246634895708161;"copolitics"
728246634895708161;"HB1267"
728247002304106497;"wipolitics"
728247448833941505;"coleg"
728247448833941505;"HB1267"
728248197080973312;"coleg"
728248986176524288;"nhpolitics"
728250009452306433;"coleg"
728250009452306433;"copolitics"
728250009452306433;"gop"
728250009452306433;"tcot"
728250194890883072;"wvpol"
728250194890883072;"WVWorkers"
728251397561442304;"ksleg"
728251518206410753;"ksleg"
728251855445188608;"FishingProblems"
728252000958337025;"NYS"
728252031346081792;"NYSenate"
728253948264505344;"coleg"
728253948264505344;"copolitics"
728254863478538240;"Detroit"
728254863478538240;"DPS"
728255370074988544;"fact"
728255628750299136;"Detroit"
728256142590267395;"wvpol"
728256236785827841;"ActOnClimate"
728256236785827841;"copolitics"
728256236785827841;"HB1441"
728256495750516736;"college"
728256495750516736;"copolitics"
728256642408579072;"college"
728256642408579072;"copolitics"
728257172107239424;"coleg"
728257172107239424;"copolitics"
728257172107239424;"HB1441"
728257373966467073;"climatechange"
728257373966467073;"coleg"
728257685829881856;"msleg"
728258042710523904;"ActOnClimate"
728258042710523904;"HB141"
728258778836013056;"RaiseTheWage"
728259167140483073;"startyourownrumor"
728260496441278464;"InvestigatingOxy"
728261211326849024;"copolitics"
728262800406097920;"NDP"
728262942492340228;"NationalDayofPrayer"
728265216719355905;"utpol"
728265398550855680;"copolitics"
728265688952012801;"ME02"
728265688952012801;"Obamacare"
728266531637878787;"akleg"
728267520994500608;"Prince"
728267520994500608;"TheTime"
728268021047787520;"coleg"
728268021047787520;"copolitics"
728268021047787520;"SB97"
728268237163646976;"INLegis"
728270116031442945;"NationalDayofPrayer"
728270458089439233;"SB1161"
728270819416276992;"mnleg"
728271692158611456;"SineDie"
728273347516104705;"mnleg"
728273832436326402;"waelex"
728274444930695169;"kyga16"
728274617282912256;"GoVoteWV"
728275556962177025;"EarlyVote"
728276415779504128;"ksleg"
728276418124128260;"coleg"
728276418124128260;"college"
728277372596715520;"nvleg"
728277372596715520;"SD15"
728277910855950336;"wipolitics"
728277910855950336;"wisen"
728277959195373568;"DPS"
728278805236736000;"StopTrump"
728279415977852928;"nhpolitics"
728279452761870336;"DishonorCode"
728279452761870336;"DontRaiseTaxes"
728279452761870336;"JBE"
728279452761870336;"KeepYourWord"
728279452761870336;"LABudget"
728279452761870336;"LAGov"
728279452761870336;"lalege"
728279756865560576;"mnleg"
728279756865560576;"priorities"
728280220059447296;"SineDie"
728280382173491200;"SineDie"
728280455724687360;"ksleg"
728281590078578689;"NeverTrump"
728282143445626880;"wemaybehereforever"
728282845257605120;"LoveLansing"
728282845257605120;"mileg"
728283559132336129;"repeat"
728283559132336129;"sinedie"
728283653881495552;"CAWomenForBernie"
728285075117248512;"coleg"
728285075117248512;"copolitics"
728287462582165504;"coleg"
728287462582165504;"copolitics"
728287462582165504;"HB1003"
728287706107641856;"NationalDayofPrayer"
728288197407477760;"coleg"
728288197407477760;"copolitics"
728288197407477760;"tcot"
728288941552619521;"ActOnClimate"
728289067037798401;"Philly"
728289322378498048;"mnleg"
728291114399064064;"HB1322"
728292057479979009;"moleg"
728292422371794944;"MoLeg"
728292688991129600;"MoLeg"
728292808688345088;"BREAKING"
728294002185789440;"coleg"
728294268016582656;"coleg"
728294268016582656;"HB1322"
728294423516176384;"MoLeg"
728294667998011392;"MoLeg"
728294977483116544;"coleg"
728295769049026560;"sayfie"
728295775214559232;"moleg"
728296366900813826;"ActOnClimate"
728296616814202880;"moleg"
728296879281180672;"mnleg"
728297587418247168;"CincoDeMayo"
728297769719324672;"HB1443"
728297796051308544;"moleg"
728298008681402368;"copolitics"
728298008681402368;"HB1443"
728298269235908609;"CoffeeHour"
728298271186112512;"KC"
728298271186112512;"MoLeg"
728298468544942080;"KC"
728298468544942080;"MoLeg"
728298483363483648;"INLegis"
728298905159368704;"coleg"
728298905159368704;"copolitics"
728298905159368704;"HB1322"
728299392604643329;"MoLeg"
728299431783714816;"repeat"
728299752270364672;"coleg"
728299752270364672;"copolitics"
728299918238978048;"MoLeg"
728300089253339137;"MoLeg"
728300098908606464;"coleg"
728300098908606464;"HB1267"
728300098908606464;"PartyOfNo"
728300551709011968;"vtpoli"
728300665924026368;"wipolitics"
728301013921234944;"MoLeg"
728301357258547201;"MoLeg"
728301628449652736;"coleg"
728301628449652736;"copolitics"
728301628449652736;"SB1"
728301945367076865;"coleg"
728301945367076865;"copolitics"
728301945367076865;"HB1376"
728302019161677824;"coleg"
728302019161677824;"copolitics"
728303001463558144;"nhpoltics"
728304201026052096;"MoLeg"
728305445236936704;"KC"
728305445236936704;"MoLeg"
728305826595753986;"Periscope"
728307505420488704;"NationalDayOfPrayer"
728308652340187136;"coleg"
728308652340187136;"copolitics"
728309637393485824;"coleg"
728309637393485824;"copolitics"
728309637393485824;"HB1036"
728309888305135617;"wipolitics"
728310257462599680;"nvleg"
728312685079764992;"AZHouse"
728312685079764992;"SB1377"
728314607865995265;"S1377"
728314632201482241;"INLegis"
728314845234221056;"copolitics"
728314845234221056;"HB1371"
728315198331703296;"coleg"
728315198331703296;"copolitics"
728315198331703296;"HB1371"
728315440074661888;"coleg"
728315440074661888;"copolitics"
728315440074661888;"HB1371"
728315579275218946;"copolitics"
728315579275218946;"HB1371"
728315872285106176;"coleg"
728315872285106176;"HB1371"
728315901938941952;"sayfie"
728316756318552064;"coleg"
728317299413819394;"coleg"
728317299413819394;"copolitics"
728321139181690880;"coleg"
728321139181690880;"copolitics"
728321139181690880;"SB1"
728321200750010369;"CincoDeMayo"
728323498704252931;"Flint"
728323498704252931;"POTUS"
728330402960572416;"mtpol"
728331186804662272;"AZCardinals"
728331186804662272;"NFL"
728332240216797185;"Childcarenow"
728332240216797185;"INLegis"
728332336425803776;"FeelTheBern"
728332604089360386;"coleg"
728332604089360386;"copolitics"
728335306538123265;"nvleg"
728335306538123265;"SD15"
728336761240231936;"coleg"
728336761240231936;"copolitics"
728340366697451520;"copolitics"
728340366697451520;"GOPWarOnWomen"
728340712115163136;"wipolitics"
728342871921856512;"MILeg"
728344918968541185;"AZLeg"
728345044713791489;"wipolitics"
728345920887095297;"hottake"
728346196264116224;"akleg"
728346196264116224;"SB91"
728349420647899137;"wipolitics"
728350720114581504;"coleg"
728350720114581504;"copolitics"
728351166459985920;"INLegis"
728353856543805440;"coleg"
728353856543805440;"copolitics"
728353856543805440;"tcot"
728356322459058176;"House"
728356440486780929;"H2568"
728356934932291584;"MoAG"
728356934932291584;"moleg"
728357044122619904;"mustseeTV"
728357371290910721;"House"
728357791329460224;"CincoDeMayo"
728357937542922240;"NanookNation"
728358280649564160;"HB2568"
728358389789523968;"HB2568"
728358876286885888;"akleg"
728359953124073472;"azleg"
728360010124681216;"House"
728360785815035904;"sinedie"
728362665144262656;"Coleg"
728362665144262656;"copolitics"
728362665144262656;"gop"
728363324371554304;"CJReform"
728364002632290306;"akleg"
728365290493353984;"DumpTrump"
728365777057939457;"Sandusky"
728365792077742080;"MakeAmericaGreatAgain"
728365792077742080;"Trump2016"
728365912210976768;"KidsCare"
728366047322120193;"AZLEG"
728366047322120193;"KidsCare"
728366818771898368;"copolitics"
728367157227061248;"KidsCare"
728368735933763584;"coleg"
728368735933763584;"copolitics"
728369066767880192;"KidsCare"
728369136674308096;"KidsCare"
728369172716003328;"KidsCare"
728369172716003328;"S1457"
728369814436073473;"coleg"
728369969227042817;"NationalDayofPrayer"
728371301291728896;"SNAP"
728371953472442368;"KidsCare"
728372416590708737;"coleg"
728372416590708737;"copolitics"
728373905811968000;"wvpol"
728375888086110208;"KidsCare"
728376368442920962;"sinedie"
728378047364096000;"ksleg"
728378541994188801;"KidsCare"
728378903081836544;"coleg"
728378903081836544;"copolitics"
728385491196841984;"insen"
728387174551400453;"akleg"
728388917691613184;"Childcarenow"
728388917691613184;"INLegis"
728390660965818369;"KidsCare"
728390780209930241;"akleg"
728392007106756608;"Flint"
728400709276700672;"KidsCare"
728401029314682880;"KidsCare"
728401766253912065;"KidsCare"
728403817713143808;"akleg"
728404219015794690;"akleg"
728406031647182850;"azleg"
728406031647182850;"KidsCare"
728407744072581125;"LeadRight2016"
728411513606692864;"HB1404"
728412400135901184;"MiamiHeat"
728412664649515008;"Obama"
728412664649515008;"PanamaPapers"
728412717061537792;"coleg"
728412717061537792;"HB1404"
728413637660975111;"coleg"
728413637660975111;"copolitics"
728413637660975111;"HB1404"
728414407936593920;"coleg"
728414407936593920;"HB1404"
728415543594614784;"coleg"
728415543594614784;"copolitics"
728415543594614784;"fantasysports"
728415543594614784;"HB1404"
728423832848044032;"Trump2016"
728425816825061377;"coleg"
728428340147724288;"copolitics"
728429265486667776;"coleg"
728429265486667776;"copolitics"
728429265486667776;"sb210"
728432378469711874;"coleg"
728432378469711874;"copolitics"
728435746000904193;"copolitics"
728435746000904193;"SB210"
728435756662853632;"coal"
728435756662853632;"MakeAmericaGreatAgain"
728435756662853632;"NeverHillary"
728435756662853632;"wvpol"
728534730552033280;"Detroit"
728534730552033280;"DPS"
728552471677775872;"MakeAmericaGreatAgain"
728552471677775872;"TrumpTrain"
728566359706185728;"Detroit"
728573825579819010;"TacoBowlGate"
728574442775797760;"DoYourJob"
728575558066573312;"Trump2016"
728576178030809089;"ridiculous"
728576851111772160;"KyOaks"
728577815780700161;"KeepItInTheGround"
728578003869949953;"mtnews"
728578003869949953;"mtpol"
728579910281781248;"mtleg"
728579910281781248;"mtnews"
728579910281781248;"mtpol"
728581791678906368;"ncpol"
728585678271881216;"mtleg"
728585678271881216;"mtnews"
728585678271881216;"mtpol"
728589072294359040;"unskewed"
728589632221274115;"Awkward"
728589632221274115;"MOSEN"
728590208967553024;"IN05"
728591309863329793;"LeadRight2016"
728591309863329793;"ncpol"
728592111952613376;"Indiana"
728592111952613376;"LeadershipMatters"
728594600085078016;"Detroit"
728594600085078016;"DPS"
728595154215391232;"NewVAEconomy"
728595458549944320;"RJnow"
728596366105010178;"coleg"
728596366105010178;"copolitics"
728598146410905601;"endshadowyLLCs"
728598627455741952;"wvgov"
728598627455741952;"wvpol"
728602683083366401;"water"
728602808102977536;"mtleg"
728602808102977536;"mtnews"
728602808102977536;"mtpol"
728603015117148160;"NE02"
728603095819689985;"copolitics"
728603116061347841;"MWLADOL2016"
728604413477175297;"FlintWaterCrisis"
728604525100027904;"CincoDeMayo"
728607566352269313;"vtpoli"
728608260094201856;"wipolitics"
728609806190317568;"LeadRight2016"
728609806190317568;"NCBoots"
728610301692633088;"coleg"
728610301692633088;"copolitics"
728610807802531840;"copolitics"
728612319492612097;"tx2016"
728614584484020224;"incentives"
728614923563982849;"FlintWaterCrisis"
728615104514695170;"FlintWaterCrisis"
728616083830112257;"txed"
728616083830112257;"txlege"
728616754189090816;"Lansing"
728617699643777026;"wipolitics"
728617850324180992;"coleg"
728617850324180992;"copolitics"
728621423200075777;"ksleg"
728623085570510848;"MadeinWI"
728623085570510848;"SmallBizWeek"
728623095133700097;"LeadRight2016"
728623095133700097;"NCBoots"
728623833708630016;"LASEN"
728624509520064512;"NE02"
728625668947238912;"copolitics"
728627257372123137;"mtnews"
728627257372123137;"mtpol"
728627478265270273;"nhpolitics"
728627787687464960;"DishonorCode"
728627787687464960;"IncomeTaxes"
728627787687464960;"LABudget"
728627787687464960;"LAGov"
728627787687464960;"lalege"
728627940750135296;"NHPrimary"
728627941874143232;"orleg"
728627941874143232;"orpol"
728628136938737665;"NHPrimary"
728628989112225792;"TeacherAppreciationWeek"
728628989112225792;"teachers"
728629286085734400;"NHPrimary"
728629352066207744;"coleg"
728629352066207744;"copolitics"
728629655951921153;"MISenate"
728629732527366144;"wipolitics"
728631423997906944;"coleg"
728631423997906944;"copolitics"
728631423997906944;"SB210"
728631697042857984;"JJVA"
728632410242326529;"coleg"
728632410242326529;"copolitics"
728632795464122368;"azleg"
728633487889174528;"waleg"
728635509648433152;"mtleg"
728635509648433152;"mtnews"
728635509648433152;"mtpol"
728636027787567104;"copolitics"
728637467964887040;"sinedie"
728637802167021572;"sinedie"
728642920635637760;"ncpol"
728643012054556672;"MadisonGoesRed"
728644079375003648;"Wpro"
728644170747772930;"coleg"
728644344039747586;"ncpol"
728648599425323008;"wipolitics"
728653469502951424;"RaiseTheWage"
728655573554626560;"mtleg"
728655573554626560;"mtpol"
728655917797900288;"SCOTUS"
728655917797900288;"wipolitics"
728655917797900288;"wisen"
728656178578784256;"mtleg"
728656178578784256;"mtnews"
728656178578784256;"mtpol"
728659464442634240;"AStateThatWorks"
728659640196554752;"KidsCare"
728660738475175937;"INLegis"
728661163374862337;"waleg"
728661850737377280;"Senate"
728662230502244352;"waleg"
728664101237334016;"KeepFighting"
728664101237334016;"KidsCare"
728664288450252801;"sinedie"
728665591532298241;"coleg"
728665591532298241;"copolitics"
728665591532298241;"gop"
728665591532298241;"tcot"
728667047576666118;"KidsCare"
728667305735950336;"txlege"
728667419280089088;"KidsCare"
728667446198996992;"azleg"
728667446198996992;"KidsCare"
728667524586340352;"KidsCare"
728667564461658112;"KidsCare"
728667609466580994;"KidsCare"
728669603472117760;"wipolitics"
728669603472117760;"wisen"
728669810863710208;"KidsCare"
728669856870993920;"KidsCare"
728670448729264129;"mtleg"
728670448729264129;"mtnews"
728670448729264129;"mtpol"
728672285058473985;"KidsCare"
728673634865139712;"AZ01"
728674571847618560;"KidsCare"
728675358069776384;"ThanksObama"
728675515364614144;"KidsCare"
728675746508509184;"FLSEN"
728678947060224000;"KidsCare"
728679385184657409;"KidsCare"
728681515576483840;"wipolitics"
728681693528268800;"copolitics"
728682635279503361;"MothersDay"
728682635279503361;"sb1166"
728683148234592257;"KidsCare"
728683596047847424;"vtpoli"
728684090510082048;"coleg"
728684090510082048;"copolitics"
728684090510082048;"SB216"
728684099012022273;"vtpoli"
728684833392582657;"coleg"
728684833392582657;"copolitics"
728684833392582657;"SB216"
728685328798613504;"TeacherAppreciationWeek"
728685351431114752;"IN08"
728686123178844160;"mtleg"
728686123178844160;"mtpol"
728687301274959873;"coleg"
728687301274959873;"copolitics"
728687301274959873;"SB216"
728688323611353089;"KidsCare"
728688411050020864;"waleg"
728688646530818048;"AZ01"
728690357572001792;"coleg"
728690357572001792;"copolitics"
728690357572001792;"SB216"
728690925812113408;"KidsCare"
728690925812113408;"PeopleBeforePolitics"
728690925812113408;"Success"
728692901178281984;"coleg"
728692901178281984;"copolitics"
728692901178281984;"PWFA"
728692901178281984;"WhatMomsNeed"
728694655915839489;"mepolitics"
728696017743446017;"vtpoli"
728696282424938496;"sinedie"
728696644561195011;"Detroit"
728702957810671616;"coleg"
728702957810671616;"copolitics"
728703752182616064;"btv"
728703752182616064;"trains"
728709240836100097;"ksleg"
728709434545836032;"ksleg"
728710126857637888;"akleg"
728710126857637888;"AllAboutTheBudget"
728710126857637888;"DropTheSuit"
728712990422274048;"Thundermom"
728713246346076160;"waleg"
728717405300482048;"waelex"
728717520815968256;"DenyNAI"
728719703749726208;"NHPrimary"
728720487950487553;"azleg"
728720951098150914;"sinedie"
728721300349452288;"respectthemoms"
728721588120633344;"sinedicecream"
728721588120633344;"startyourownrumor"
728721806677426177;"azleg"
728721806677426177;"SineDie"
728721806677426177;"sinediewatch"
728721806677426177;"StartYourOwnRumor"
728722806033268736;"azleg"
728722806033268736;"LawmakersHateMoms"
728722806033268736;"sinedie"
728722806033268736;"startyourownrumor"
728723591097925632;"INLegis"
728724640583950336;"copolitics"
728725548885626880;"KidsCare"
728726308578988032;"mtpol"
728727409613144064;"mtnews"
728727409613144064;"mtpol"
728727648868962305;"KidsCare"
728728441399345152;"startyourownrumor"
728728510424973313;"SDGOP"
728728510424973313;"VoteBlue"
728729055290331137;"startyourownrumor"
728729076991700992;"mapoli"
728729108721635329;"azleg"
728729108721635329;"educationjoke"
728729108721635329;"startyourownrumor"
728730261307822081;"DarkMoney"
728730923596910593;"startyourownrumor"
728731007436861442;"startyourownrumor"
728731054350192640;"startyourownrumor"
728731148566835202;"AZLEG"
728731148566835202;"startyourownrumor"
728731526196666368;"akleg"
728731572220796928;"coleg"
728731572220796928;"GarytheWonderDog"
728731893483462657;"waleg"
728732571471732736;"akleg"
728732571471732736;"FF"
728734415573102593;"ImWithViggy"
728737953929908224;"LeadRight2016"
728738220943384576;"akleg"
728739894760198144;"vtpoli"
728740740097048576;"ncpol"
728740752495288320;"coleg"
728740752495288320;"copolitics"
728740752495288320;"Fantasysports"
728740846690918400;"coleg"
728740846690918400;"copolitics"
728740945923964929;"2A"
728745109987074048;"akleg"
728745896008110080;"akleg"
728747463448928258;"INLegis"
728748254519775232;"vtpoli"
728748541292777472;"vtpoli"
728751164045529090;"vtpoli"
728752883584262144;"akleg"
728752883584262144;"Respect"
728754808740515840;"startyourownrumor"
728757975465246720;"mnleg"
728758083317575680;"startyourownrumor"
728758314188869633;"startyourownrumor"
728758816314163200;"INLegis"
728759247215861761;"coleg"
728761555928551424;"coleg"
728761555928551424;"copolitics"
728765175944388608;"vtpoli"
728769699148877825;"startyourownrumor"
728769997493964804;"startyourownrumor"
728770979707518976;"coleg"
728770979707518976;"copolitics"
728770979707518976;"PublicLandsDay"
728773462739783680;"startyourownrumor"
728774685970702336;"startyourownrumor"
728774700046946304;"vtpoli"
728775737516298240;"KidsCare"
728775765202886656;"KidsCare"
728779874329079809;"CAWomenForBernie"
728781251339919360;"utpol"
728787602610868224;"startyourownrumor"
728790089828945920;"startyourownrumor"
728790255223066625;"OMGnotarumor"
728794147218284545;"azleg"
728794147218284545;"startyourownrumor"
728794369009065984;"vtpoli"
728799773197619200;"cnn"
728799773197619200;"demdebate"
728799773197619200;"msnbc"
728799773197619200;"NHPrimary"
728799773197619200;"SCPrimary"
728799773197619200;"TYTLIVE"
728799954215514115;"startyourownrumor"
728802284465983489;"darkmoney"
728802284465983489;"H2296"
728803908529885184;"startyourownrumor"
728807831659548672;"minimumwage"
728814821093814272;"startyourownrumor"
728816180404834305;"startyourownrumor"
728816180404834305;"SundaySquareOff"
728830195197726720;"sinediewatch"
728830306774618113;"veggiesfirst"
728837338495848449;"sinediewatch"
728843933376249856;"azleg"
728843933376249856;"sinedie"
728846440089452544;"startyourownrumor"
728847648569077760;"startyourownrumor"
728850642299719680;"sinediewatch"
728850841331994624;"DGAF"
728852392154832897;"startyourownrumor"
728854151300583424;"azleg"
728857515253993472;"comeonalready"
728857515253993472;"sinediewatch"
728866768849080322;"startyourownrumor"
728867197821521920;"startyourownrumor"
728878656819318785;"sinediecorgi"
728878656819318785;"startyourownrumor"
728887186758742016;"RI"
728887336851759104;"HCR2035"
728889436520517632;"LeadRight2016"
728890943408058368;"LeadRight2016"
728890943408058368;"RIGOP"
728891933112799232;"LeadRight2016"
728901849646911489;"azleg"
728901849646911489;"startyourownrumor"
728902208008261632;"MISenate"
728904162847686656;"sinedie"
728905145489207296;"sinedie"
728906318183051264;"startyourownrumor"
728906833180676096;"AZ"
728908229007298560;"sinedie"
728912189206179841;"azleg"
728912189206179841;"sinedie"
728912374023999488;"sinedie"
728915614480371716;"sinedie"
728916500363513856;"LeadRight2016"
728916500363513856;"NCBoots"
728918920141283329;"startyourownrumor"
728920329695973376;"sinedie"
728920436424183808;"MIT"
728922695153254400;"muniland"
728922695153254400;"pension"
728925901149351936;"sinedie"
728926046708371456;"LoveTriangle"
728926046708371456;"startyourownrumor"
728926873573568512;"azleg"
728926873573568512;"sinedie"
728930359304331264;"DemsLead"
728930396373549057;"comeonalready"
728930396373549057;"sinediewatch"
728930436764700672;"sinedie"
728930633804701696;"Periscope"
728930676536266752;"HCR2035"
728930918811865089;"sinedie"
728931265559158785;"startyourownrumor"
728932478749179905;"mepolitics"
728933315059822592;"TeamVa"
728936644787752960;"Detroit"
728938875951943681;"KyDerby"
728939938163601408;"mepolitics"
728940082229452800;"sinedie"
728940182808895489;"azleg"
728940182808895489;"sinedie"
728940182808895489;"wheresmypillow"
728940182808895489;"yay"
728940475860844544;"KyDerby"
728940921207853056;"melolitics"
728941306211409920;"KyDerby"
728942957106212864;"KyDerby"
728943217966759938;"mepolitics"
728945597361881088;"KyDerby"
728948944034738179;"VA08"
728951279830114304;"LeadRight2016"
728951279830114304;"NCBoots"
728954647776509952;"LeadRight2016"
728955319372664832;"mepolitics"
728956860666134528;"IndyMini"
728959268666363904;"LeadRight2016"
728962810575769600;"INLegis"
728964370722635776;"LeadRight2016"
728964370722635776;"NCBoots"
728969201378013184;"wipolitics"
728969260840554496;"mtleg"
728969260840554496;"mtnews"
728969260840554496;"mtpol"
728972047796318208;"NHPrimary"
728983000151658496;"RVA"
728988045286891520;"election2016"
728988045286891520;"waelex"
728988264405737472;"copolitics"
728993104645206017;"INLegis"
728993749884227584;"copolitics"
728997686368677892;"HometownCharm"
728997725132316672;"startyourownrumor"
729000863822274560;"coleg"
729000863822274560;"copolitics"
729000863822274560;"tcot"
729002991907385344;"keepvablue"
729004631620128768;"CincoDeMayO"
729004631620128768;"NE02"
729004631620128768;"TeamAshford"
729007929261621249;"MISenate"
729008097692241920;"trumpwa"
729008097692241920;"waelex"
729009138102112256;"KentuckyDerby"
729012997444780035;"TeamBroward"
729017275613851648;"LeadRight2016"
729023222243577856;"INLegis"
729026116980224003;"vt"
729026116980224003;"winooski"
729031683719110659;"trumpinlynden"
729031683719110659;"trumpwa"
729031785380601856;"TrumpInLynden"
729031785380601856;"trumpwa"
729032048740982784;"trumpinlynden"
729032048740982784;"trumpwa"
729032472000765952;"TrumpInLynden"
729032472000765952;"trunpwa"
729032697230692352;"TrumpInLynden"
729032697230692352;"trumpwa"
729033145010429952;"TrumpInLynden"
729033145010429952;"trumpwa"
729033355887419392;"TrumpInLynden"
729033355887419392;"TrumpWA"
729036509395845120;"trumpinlynde"
729036509395845120;"trumpwa"
729039595275325441;"TrumpInLynden"
729041079211839489;"KentuckyDerby"
729047757156061184;"TrumpInLynden"
729047757156061184;"trumpwa"
729048922874728448;"TrumpInLynden"
729049236059258881;"TrumpInLynden"
729049236059258881;"trumpwa"
729049565567967232;"AZ"
729049715241668609;"TrumpInLynden"
729049715241668609;"trumpwa"
729051311086280704;"TrumpInLynden"
729052128740696064;"TrumpInLynden"
729052128740696064;"trumpwa"
729053181133524993;"TrumpInLynden"
729054176982917121;"TrumpInLynden"
729054498459680770;"INLegis"
729054535944036352;"TrumpInLynden"
729054535944036352;"TrumpWA"
729055192142860288;"TrumpInLynden"
729055192142860288;"trumpwa"
729055508225613824;"TrumpInLynden"
729055508225613824;"trumpwa"
729056387796377600;"TrumpInLynden"
729056387796377600;"trumpwa"
729057774185783296;"TrumpInLynden"
729057774185783296;"trumpwa"
729068678340182016;"TrumpInLynden"
729068678340182016;"trumpwa"
729070462509027328;"mtnews"
729070807280975872;"MR4C"
729070807280975872;"VA1"
729073130162028545;"KentuckyDerby"
729074224355102720;"TrumpInLynden"
729074224355102720;"trumpwa"
729074987869474817;"TrumpInLynden"
729074987869474817;"trumpwa"
729078968695947264;"mtnews"
729078968695947264;"mtpol"
729080886961029121;"ksed"
729080886961029121;"ksleg"
729081219594526720;"ksed"
729081219594526720;"ksleg"
729081364922826752;"SaturdaysWithMadi"
729081479112867840;"ksleg"
729081917904052225;"TrumpInLynden"
729081917904052225;"trumpwa"
729082004130672641;"ksleg"
729083755323899904;"Chicago"
729085588427538432;"TrumpInLynden"
729085588427538432;"TrumpWA"
729086362918395905;"Trumpinlynden"
729086362918395905;"trumpwa"
729087214752309248;"INLegis"
729087240601657345;"TrumpInLynden"
729087240601657345;"trumpwa"
729087461758898176;"TrumpInLynden"
729087461758898176;"TrumpWa"
729091522042331136;"TrumpInLynden"
729091522042331136;"trumpwa"
729091962867834880;"TrumpInLynden"
729091962867834880;"trumpwa"
729092495326339072;"TrumpInLynden"
729092540465594368;"bernie"
729092540465594368;"cali"
729092540465594368;"fake"
729092540465594368;"WeAreMaineDems"
729092891037962240;"TrumpInLynden"
729092891037962240;"trumpwa"
729093958354132992;"TrumpInLynden"
729093976024698881;"TrumpInLynden"
729093976024698881;"TrumpWA"
729095954536652800;"TrumpInLynden"
729095954536652800;"trumpwa"
729096436982292480;"TrumpInLynden"
729096436982292480;"trumpwa"
729096827547443200;"TrumpInLynden"
729096827547443200;"trumpwa"
729097025489276928;"TrumpInLynden"
729097025489276928;"trumpwa"
729097259669839873;"TrumpInLynden"
729097259669839873;"trumpwa"
